ShipmentID,Origin,Destination,Distance,Mode,Weather,Traffic,DepartureTime,Delay
S0394,Bangalore,Kolkata,1033,Rail,Clear,Medium,10:47,73
S0395,Ahmedabad,Coimbatore,1910,Flight,Clear,Medium,18:25,72
S0396,Pune,Coimbatore,2398,Flight,Rain,Low,00:34,64
S0397,Hyderabad,Kolkata,2089,Flight,Fog,Medium,09:52,74
S0398,Chennai,Bangalore,2211,Rail,Storm,Medium,10:06,186
S0399,Pune,Kolkata,2211,Truck,Rain,Low,00:55,51
S0400,Chennai,Pune,1685,Truck,Storm,Medium,09:20,221
S0401,Kolkata,Chennai,837,Flight,Clear,High,05:16,67
S0402,Kolkata,Coimbatore,301,Truck,Clear,High,07:29,97
S0403,Ahmedabad,Chennai,1228,Rail,Fog,High,13:38,133
S0404,Bangalore,Kolkata,1033,Rail,Storm,Medium,07:10,145
S0405,Chennai,Kolkata,837,Flight,Clear,Medium,22:14,33
S0406,Hyderabad,Mumbai,2230,Flight,Storm,High,09:49,186
S0407,Chennai,Delhi,518,Rail,Fog,High,03:57,92
S0408,Kolkata,Chennai,837,Flight,Rain,High,05:28,101
S0409,Erode,Pune,2429,Flight,Rain,Low,14:34,56
S0410,Pune,Kolkata,2211,Truck,Fog,Low,09:52,78
S0411,Kolkata,Hyderabad,2089,Flight,Storm,High,16:49,213
S0412,Kolkata,Erode,596,Rail,Rain,Low,07:52,38
S0413,Kolkata,Ahmedabad,2085,Truck,Storm,Medium,12:39,159
S0414,Mumbai,Pune,2361,Flight,Storm,Medium,03:49,140
S0415,Coimbatore,Pune,2434,Rail,Fog,Low,23:06,69
S0416,Erode,Mumbai,1874,Rail,Rain,Low,18:39,73
S0417,Pune,Kolkata,1889,Flight,Rain,Low,14:06,65
S0418,Delhi,Mumbai,1850,Truck,Storm,High,04:58,271
S0419,Coimbatore,Hyderabad,2401,Rail,Rain,Low,18:49,84
S0420,Coimbatore,Hyderabad,2401,Rail,Rain,High,19:00,104
S0421,Hyderabad,Pune,1781,Flight,Rain,High,11:02,91
S0422,Hyderabad,Mumbai,169,Truck,Fog,Medium,10:18,63
S0423,Mumbai,Kolkata,1912,Flight,Clear,Low,16:21,31
S0424,Delhi,Ahmedabad,471,Truck,Storm,High,15:46,189
S0425,Bangalore,Hyderabad,898,Flight,Clear,Low,04:19,15
S0426,Coimbatore,Ahmedabad,1910,Flight,Clear,Low,17:57,45
S0427,Hyderabad,Ahmedabad,1541,Rail,Fog,High,14:30,161
S0428,Bangalore,Coimbatore,2335,Flight,Fog,Low,01:05,80
S0429,Kolkata,Pune,880,Rail,Storm,Low,15:08,93
S0430,Mumbai,Hyderabad,169,Truck,Rain,Medium,10:36,63
S0431,Chennai,Mumbai,1886,Flight,Rain,Low,20:57,48
S0432,Hyderabad,Ahmedabad,530,Flight,Clear,Medium,17:20,25
S0433,Ahmedabad,Erode,372,Flight,Fog,Low,12:07,76
S0434,Erode,Kolkata,1350,Flight,Rain,Medium,15:19,89
S0435,Hyderabad,Coimbatore,2401,Rail,Fog,Medium,17:34,81
S0436,Delhi,Coimbatore,2255,Flight,Storm,High,21:55,221
S0437,Ahmedabad,Mumbai,570,Rail,Fog,Low,12:32,41
S0438,Erode,Delhi,1832,Truck,Storm,Medium,17:40,166
S0439,Delhi,Hyderabad,2403,Truck,Rain,High,10:14,90
S0440,Coimbatore,Pune,1424,Truck,Rain,Medium,12:24,99
S0441,Mumbai,Hyderabad,2230,Flight,Rain,High,21:01,103
S0442,Mumbai,Bangalore,2284,Rail,Rain,Medium,09:35,85
S0443,Coimbatore,Mumbai,354,Flight,Fog,Low,18:53,40
S0444,Pune,Coimbatore,2434,Rail,Storm,High,07:18,222
S0445,Coimbatore,Bangalore,2341,Truck,Fog,High,15:06,118
S0446,Mumbai,Kolkata,1912,Flight,Rain,High,11:08,121
S0447,Chennai,Pune,1632,Flight,Storm,Medium,06:53,189
S0448,Erode,Delhi,809,Rail,Rain,High,02:56,120
S0449,Erode,Ahmedabad,352,Truck,Rain,High,05:48,120
S0450,Ahmedabad,Mumbai,1392,Flight,Clear,High,17:30,115
S0451,Ahmedabad,Pune,1670,Flight,Fog,High,20:46,168
S0452,Erode,Kolkata,1350,Flight,Clear,Medium,13:00,60
S0453,Hyderabad,Pune,809,Rail,Fog,Low,21:17,21
S0454,Ahmedabad,Coimbatore,170,Rail,Fog,Low,09:07,72
S0455,Hyderabad,Pune,809,Rail,Rain,High,18:56,125
S0456,Mumbai,Erode,1685,Truck,Clear,Medium,14:36,51
S0457,Coimbatore,Chennai,840,Truck,Storm,Medium,19:11,80
S0458,Kolkata,Pune,2211,Truck,Rain,High,03:30,130
S0459,Hyderabad,Delhi,331,Flight,Rain,High,04:03,90
S0460,Delhi,Erode,1832,Truck,Fog,High,09:50,187
S0461,Coimbatore,Hyderabad,2401,Rail,Clear,Low,04:18,32
S0462,Delhi,Pune,955,Flight,Storm,Low,23:52,132
S0463,Erode,Mumbai,1685,Truck,Clear,Low,20:15,43
S0464,Kolkata,Erode,596,Rail,Storm,High,18:48,154
S0465,Mumbai,Chennai,1886,Flight,Storm,Medium,12:37,142
S0466,Ahmedabad,Erode,372,Flight,Rain,Medium,02:20,68
S0467,Kolkata,Coimbatore,2342,Flight,Fog,High,03:23,86
S0468,Ahmedabad,Erode,372,Flight,Storm,Low,06:08,146
S0469,Delhi,Ahmedabad,924,Flight,Fog,Low,20:00,29
S0470,Hyderabad,Kolkata,2089,Flight,Fog,Low,17:29,88
S0471,Delhi,Erode,809,Rail,Rain,High,20:38,117
S0472,Erode,Mumbai,1874,Rail,Fog,Medium,06:12,107
S0473,Coimbatore,Ahmedabad,1910,Flight,Storm,Medium,20:54,196
S0474,Pune,Chennai,1632,Flight,Fog,Low,18:48,67
S0475,Delhi,Chennai,518,Rail,Clear,High,00:33,91
S0476,Chennai,Delhi,518,Rail,Fog,High,20:51,80
S0477,Ahmedabad,Hyderabad,1106,Truck,Rain,Medium,02:13,72
S0478,Bangalore,Chennai,842,Truck,Rain,Low,06:51,41
S0479,Hyderabad,Delhi,1274,Rail,Fog,Low,07:53,96
S0480,Ahmedabad,Pune,1673,Rail,Storm,High,16:33,214
S0481,Delhi,Kolkata,1166,Flight,Clear,High,05:21,85
S0482,Hyderabad,Mumbai,2230,Flight,Clear,High,14:48,100
S0483,Coimbatore,Pune,2434,Rail,Fog,Medium,14:55,78
S0484,Hyderabad,Pune,535,Truck,Storm,Medium,06:44,133
S0485,Pune,Ahmedabad,1673,Rail,Fog,Low,18:46,77
S0486,Bangalore,Chennai,842,Truck,Storm,Medium,10:20,114
S0487,Kolkata,Erode,159,Truck,Fog,Medium,12:52,97
S0488,Bangalore,Hyderabad,628,Rail,Clear,Medium,11:40,41
S0489,Bangalore,Hyderabad,184,Truck,Clear,Low,18:24,18
S0490,Coimbatore,Bangalore,2335,Flight,Clear,Low,13:48,37
S0491,Delhi,Coimbatore,2255,Flight,Fog,Low,21:45,85
S0492,Hyderabad,Kolkata,1374,Rail,Storm,Medium,17:45,134
S0493,Erode,Delhi,809,Rail,Clear,High,09:59,84
S0494,Chennai,Ahmedabad,442,Truck,Rain,High,08:32,108
S0495,Pune,Delhi,1611,Truck,Clear,Low,20:15,36
S0496,Pune,Hyderabad,535,Truck,Clear,High,07:50,81
S0497,Ahmedabad,Bangalore,260,Truck,Storm,Low,01:40,83
S0498,Coimbatore,Mumbai,354,Flight,Storm,Medium,16:41,173
S0499,Erode,Hyderabad,1384,Rail,Rain,Low,09:23,86
S0500,Coimbatore,Hyderabad,2401,Rail,Clear,Low,15:58,24
S0501,Chennai,Pune,1685,Truck,Clear,Low,05:43,38
S0502,Coimbatore,Hyderabad,2437,Flight,Fog,High,23:01,153
S0503,Bangalore,Mumbai,1832,Flight,Storm,High,23:09,129
S0504,Hyderabad,Delhi,1274,Rail,Clear,Medium,18:27,72
S0505,Kolkata,Bangalore,2247,Flight,Rain,Low,13:31,39
S0506,Kolkata,Coimbatore,906,Rail,Rain,Low,07:20,50
S0507,Kolkata,Chennai,1927,Truck,Fog,Low,01:51,92
S0508,Bangalore,Coimbatore,2341,Truck,Fog,High,18:52,128
S0509,Delhi,Chennai,518,Rail,Fog,High,12:08,83
S0510,Coimbatore,Ahmedabad,1701,Truck,Fog,Medium,13:28,100
S0511,Bangalore,Kolkata,1033,Rail,Fog,Low,21:23,88
S0512,Delhi,Coimbatore,2255,Flight,Rain,Medium,21:22,71
S0513,Erode,Pune,2243,Truck,Fog,Low,07:03,75
S0514,Ahmedabad,Delhi,471,Truck,Rain,Low,23:41,52
S0515,Bangalore,Kolkata,1033,Rail,Storm,Medium,04:43,194
S0516,Kolkata,Chennai,1591,Rail,Fog,Low,04:53,82
S0517,Hyderabad,Chennai,2383,Flight,Clear,Medium,16:56,41
S0518,Coimbatore,Erode,277,Truck,Rain,Medium,02:44,46
S0519,Hyderabad,Pune,535,Truck,Clear,Medium,14:42,18
S0520,Delhi,Mumbai,1850,Truck,Fog,Low,16:31,77
S0521,Ahmedabad,Erode,352,Truck,Fog,High,02:42,107
S0522,Hyderabad,Ahmedabad,1541,Rail,Fog,Low,22:15,70
S0523,Coimbatore,Ahmedabad,1910,Flight,Fog,High,12:26,142
S0524,Erode,Pune,2429,Flight,Rain,Low,20:55,70
S0525,Mumbai,Delhi,2107,Rail,Clear,High,10:55,125
S0526,Erode,Bangalore,916,Flight,Storm,Medium,14:49,127
S0527,Pune,Chennai,1685,Truck,Storm,High,10:38,254
S0528,Delhi,Erode,809,Rail,Storm,High,15:15,171
S0529,Hyderabad,Kolkata,559,Truck,Fog,Medium,00:17,56
S0530,Kolkata,Coimbatore,2342,Flight,Rain,High,04:24,145
S0531,Hyderabad,Chennai,1230,Rail,Clear,High,09:58,70
S0532,Ahmedabad,Delhi,924,Flight,Storm,Medium,10:47,116
S0533,Delhi,Chennai,518,Rail,Rain,High,23:47,92
S0534,Delhi,Chennai,2107,Truck,Fog,High,20:37,162
S0535,Coimbatore,Mumbai,1051,Rail,Storm,Medium,03:31,188
S0536,Ahmedabad,Erode,352,Truck,Storm,High,11:00,211
S0537,Chennai,Bangalore,842,Truck,Fog,Medium,12:44,77
S0538,Mumbai,Kolkata,1803,Rail,Storm,High,07:08,196
S0539,Mumbai,Bangalore,1832,Flight,Rain,High,18:14,150
S0540,Pune,Hyderabad,1781,Flight,Clear,Medium,21:41,59
S0541,Kolkata,Mumbai,1803,Rail,Fog,Low,12:56,56
S0542,Kolkata,Delhi,146,Truck,Clear,Low,10:37,14
S0543,Chennai,Hyderabad,1230,Rail,Rain,High,14:26,96
S0544,Bangalore,Hyderabad,184,Truck,Rain,Medium,15:38,45
S0545,Erode,Coimbatore,277,Truck,Fog,High,01:18,99
S0546,Hyderabad,Delhi,2403,Truck,Clear,High,07:43,97
S0547,Ahmedabad,Delhi,924,Flight,Rain,Medium,15:05,63
S0548,Delhi,Chennai,2107,Truck,Fog,Low,10:29,103
S0549,Kolkata,Delhi,311,Rail,Fog,High,23:31,125
S0550,Bangalore,Hyderabad,628,Rail,Storm,Low,11:30,140
S0551,Mumbai,Kolkata,1803,Rail,Fog,Medium,22:37,127
S0552,Bangalore,Erode,916,Flight,Clear,Medium,07:03,33
S0553,Mumbai,Chennai,1886,Flight,Storm,Low,13:13,187
S0554,Coimbatore,Erode,2211,Flight,Rain,Low,01:17,62
S0555,Bangalore,Coimbatore,2141,Rail,Fog,High,09:25,144
S0556,Mumbai,Pune,1883,Rail,Rain,Low,06:55,63
S0557,Kolkata,Pune,1889,Flight,Rain,Low,03:41,68
S0558,Hyderabad,Kolkata,2089,Flight,Clear,Medium,14:13,53
S0559,Hyderabad,Chennai,2383,Flight,Rain,Medium,18:04,89
S0560,Erode,Kolkata,1350,Flight,Storm,Low,22:05,141
S0561,Ahmedabad,Mumbai,2348,Truck,Rain,High,11:23,139
S0562,Delhi,Kolkata,146,Truck,Clear,Low,04:22,6
S0563,Ahmedabad,Pune,1673,Rail,Fog,Low,03:29,72
S0564,Pune,Mumbai,2274,Truck,Clear,High,19:11,61
S0565,Coimbatore,Delhi,2014,Truck,Clear,Low,07:35,29
S0566,Coimbatore,Bangalore,2335,Flight,Clear,Low,10:33,44
S0567,Delhi,Coimbatore,906,Rail,Rain,Medium,19:01,64
S0568,Ahmedabad,Coimbatore,170,Rail,Clear,High,05:19,89
S0569,Hyderabad,Coimbatore,2080,Truck,Rain,High,02:29,122
S0570,Erode,Bangalore,891,Rail,Storm,Medium,22:05,148
S0571,Ahmedabad,Kolkata,2085,Truck,Fog,Low,05:37,61
S0572,Bangalore,Chennai,1730,Flight,Storm,Medium,18:28,166
S0573,Coimbatore,Bangalore,2341,Truck,Rain,High,05:44,128
S0574,Hyderabad,Coimbatore,2437,Flight,Fog,Low,02:47,58
S0575,Kolkata,Delhi,146,Truck,Storm,Low,05:54,160
S0576,Delhi,Coimbatore,2255,Flight,Rain,Low,14:02,68
S0577,Kolkata,Chennai,1591,Rail,Rain,Low,00:05,45
S0578,Erode,Hyderabad,982,Truck,Rain,High,00:51,64
S0579,Delhi,Coimbatore,906,Rail,Fog,High,08:19,91
S0580,Delhi,Pune,917,Rail,Clear,Low,09:48,16
S0581,Bangalore,Kolkata,169,Truck,Clear,High,19:47,62
S0582,Pune,Bangalore,1627,Flight,Clear,Low,13:35,42
S0583,Ahmedabad,Coimbatore,1910,Flight,Clear,Low,23:44,51
S0584,Coimbatore,Kolkata,2342,Flight,Fog,High,06:32,155
S0585,Erode,Hyderabad,982,Truck,Clear,Medium,15:54,20
S0586,Hyderabad,Chennai,2467,Truck,Rain,Medium,04:46,70
S0587,Delhi,Chennai,1643,Flight,Storm,High,23:10,167
S0588,Chennai,Ahmedabad,442,Truck,Storm,High,07:39,194
S0589,Pune,Mumbai,1883,Rail,Storm,Low,16:47,151
S0590,Pune,Coimbatore,1424,Truck,Storm,High,20:42,212
S0591,Bangalore,Chennai,842,Truck,Fog,Low,05:57,39
S0592,Bangalore,Chennai,842,Truck,Rain,Low,19:49,18
S0593,Bangalore,Pune,1106,Rail,Fog,High,08:52,163
S0594,Delhi,Mumbai,1850,Truck,Rain,Medium,14:59,86
S0595,Erode,Chennai,1973,Flight,Clear,High,05:50,94
S0596,Kolkata,Bangalore,169,Truck,Clear,Low,12:17,13
S0597,Coimbatore,Pune,2398,Flight,Rain,Low,10:37,49
S0598,Kolkata,Coimbatore,906,Rail,Rain,Low,01:07,35
S0599,Ahmedabad,Mumbai,570,Rail,Clear,Medium,01:03,40
S0600,Mumbai,Kolkata,984,Truck,Fog,Low,04:06,69
S0601,Coimbatore,Mumbai,1051,Rail,Fog,Low,09:01,81
S0602,Mumbai,Bangalore,1522,Truck,Clear,Low,11:02,44
S0603,Mumbai,Chennai,2065,Rail,Clear,Medium,05:25,60
S0604,Hyderabad,Coimbatore,2437,Flight,Rain,Low,07:50,58
S0605,Ahmedabad,Hyderabad,1106,Truck,Fog,Low,03:39,91
S0606,Pune,Delhi,1611,Truck,Rain,High,00:57,120
S0607,Delhi,Hyderabad,1274,Rail,Clear,High,01:54,70
S0608,Pune,Erode,2243,Truck,Rain,High,08:55,109
S0609,Hyderabad,Erode,2372,Flight,Clear,Medium,17:34,66
S0610,Coimbatore,Bangalore,2341,Truck,Clear,High,16:11,86
S0611,Mumbai,Delhi,1486,Flight,Clear,Low,08:37,31
S0612,Coimbatore,Mumbai,2230,Truck,Storm,Low,13:28,114
S0613,Bangalore,Ahmedabad,1853,Flight,Fog,High,18:28,123
S0614,Kolkata,Erode,159,Truck,Fog,High,06:59,115
S0615,Delhi,Hyderabad,2403,Truck,Rain,Low,20:14,78
S0616,Pune,Delhi,917,Rail,Storm,Medium,12:36,162
S0617,Bangalore,Chennai,1730,Flight,Storm,Medium,13:12,133
S0618,Hyderabad,Chennai,2467,Truck,Storm,Medium,07:06,217
S0619,Erode,Delhi,809,Rail,Fog,High,01:41,73
S0620,Coimbatore,Erode,277,Truck,Fog,High,09:40,132
S0621,Bangalore,Mumbai,1522,Truck,Fog,Medium,23:02,85
S0622,Hyderabad,Erode,1384,Rail,Fog,High,11:37,139
S0623,Erode,Kolkata,1350,Flight,Storm,High,22:04,258
S0624,Mumbai,Kolkata,1912,Flight,Storm,Low,05:48,169
S0625,Pune,Mumbai,2361,Flight,Storm,Medium,06:07,144
S0626,Pune,Coimbatore,1424,Truck,Clear,High,21:19,81
S0627,Hyderabad,Bangalore,628,Rail,Rain,High,19:21,99
S0628,Pune,Coimbatore,2398,Flight,Clear,Low,03:52,24
S0629,Erode,Pune,2244,Rail,Fog,High,00:06,140
S0630,Hyderabad,Erode,2372,Flight,Clear,Medium,05:27,55
S0631,Chennai,Kolkata,1591,Rail,Fog,Low,18:20,66
S0632,Kolkata,Delhi,311,Rail,Storm,Low,16:52,93
S0633,Ahmedabad,Chennai,643,Flight,Rain,High,11:19,57
S0634,Pune,Delhi,1611,Truck,Storm,Low,11:40,140
S0635,Mumbai,Hyderabad,1448,Rail,Rain,Low,05:12,60
S0636,Kolkata,Coimbatore,906,Rail,Storm,Low,07:55,162
S0637,Kolkata,Coimbatore,906,Rail,Rain,Medium,23:36,67
S0638,Erode,Chennai,1920,Truck,Fog,Low,08:34,86
S0639,Coimbatore,Kolkata,2342,Flight,Clear,High,22:27,107
S0640,Mumbai,Kolkata,1912,Flight,Clear,High,04:17,70
S0641,Bangalore,Hyderabad,628,Rail,Rain,Medium,12:10,77
S0642,Chennai,Coimbatore,1349,Rail,Rain,High,20:13,80
S0643,Pune,Ahmedabad,1670,Flight,Rain,Medium,03:11,102
S0644,Delhi,Pune,917,Rail,Fog,High,13:28,130
S0645,Bangalore,Kolkata,1033,Rail,Storm,High,19:19,184
S0646,Hyderabad,Kolkata,1374,Rail,Rain,Medium,06:23,128
S0647,Ahmedabad,Hyderabad,1541,Rail,Storm,Medium,04:34,185
S0648,Ahmedabad,Mumbai,2348,Truck,Storm,Medium,01:11,190
S0649,Coimbatore,Chennai,1034,Flight,Clear,High,15:32,58
S0650,Delhi,Coimbatore,2255,Flight,Fog,Medium,09:33,73
S0651,Erode,Chennai,1920,Truck,Rain,High,05:13,167
S0652,Mumbai,Erode,1874,Rail,Rain,Low,10:30,68
S0653,Mumbai,Coimbatore,1051,Rail,Rain,Medium,22:11,100
S0654,Mumbai,Coimbatore,354,Flight,Fog,Low,15:03,67
S0655,Bangalore,Ahmedabad,260,Truck,Clear,High,22:16,57
S0656,Erode,Bangalore,916,Flight,Rain,Low,17:00,18
S0657,Coimbatore,Ahmedabad,170,Rail,Storm,High,21:10,163
S0658,Pune,Mumbai,1883,Rail,Rain,High,10:35,142
S0659,Bangalore,Hyderabad,898,Flight,Rain,Low,00:13,39
S0660,Pune,Chennai,1685,Truck,Storm,High,16:15,222
S0661,Bangalore,Chennai,2211,Rail,Clear,High,00:38,110
S0662,Hyderabad,Ahmedabad,1541,Rail,Storm,Low,09:39,126
S0663,Mumbai,Chennai,2164,Truck,Rain,Medium,08:38,105
S0664,Chennai,Mumbai,2164,Truck,Fog,Low,23:31,66
S0665,Chennai,Erode,1920,Truck,Clear,Medium,09:42,61
S0666,Chennai,Pune,876,Rail,Fog,Low,16:32,28
S0667,Hyderabad,Erode,982,Truck,Rain,Low,23:22,27
S0668,Chennai,Kolkata,1927,Truck,Rain,High,12:45,151
S0669,Erode,Coimbatore,1684,Rail,Clear,High,05:09,75
S0670,Bangalore,Coimbatore,2141,Rail,Clear,Medium,13:51,45
S0671,Hyderabad,Pune,809,Rail,Rain,High,12:35,114
S0672,Pune,Coimbatore,2434,Rail,Rain,High,13:14,131
S0673,Ahmedabad,Kolkata,2175,Flight,Rain,Low,04:08,68
S0674,Mumbai,Coimbatore,1051,Rail,Clear,High,17:47,115
S0675,Pune,Mumbai,2274,Truck,Storm,Medium,12:36,170
S0676,Hyderabad,Mumbai,2230,Flight,Clear,Medium,06:24,37
S0677,Coimbatore,Kolkata,906,Rail,Fog,Medium,16:47,88
S0678,Bangalore,Mumbai,1832,Flight,Fog,High,02:49,147
S0679,Mumbai,Hyderabad,1448,Rail,Fog,Medium,12:29,87
S0680,Pune,Chennai,1632,Flight,Clear,High,03:15,92
S0681,Pune,Coimbatore,2434,Rail,Fog,Medium,22:40,106
S0682,Bangalore,Pune,1106,Rail,Rain,High,19:48,110
S0683,Bangalore,Delhi,153,Truck,Storm,High,05:08,160
S0684,Delhi,Ahmedabad,924,Flight,Rain,High,09:43,89
S0685,Erode,Chennai,1920,Truck,Clear,Low,12:50,51
S0686,Delhi,Ahmedabad,924,Flight,Clear,High,00:19,63
S0687,Coimbatore,Kolkata,301,Truck,Storm,Medium,11:51,105
S0688,Mumbai,Erode,1874,Rail,Fog,Low,12:12,77
S0689,Delhi,Coimbatore,906,Rail,Storm,Low,10:01,62
S0690,Erode,Hyderabad,1384,Rail,Fog,Low,17:28,100
S0691,Coimbatore,Hyderabad,2437,Flight,Clear,Medium,21:25,54
S0692,Mumbai,Erode,1874,Rail,Rain,High,08:49,131
S0693,Hyderabad,Chennai,1230,Rail,Storm,Low,20:46,108
S0694,Kolkata,Mumbai,984,Truck,Clear,Medium,13:26,28
S0695,Kolkata,Pune,880,Rail,Storm,Low,01:17,127
S0696,Mumbai,Coimbatore,1051,Rail,Rain,High,22:55,115
S0697,Kolkata,Erode,159,Truck,Clear,Low,18:51,18
S0698,Hyderabad,Mumbai,169,Truck,Clear,Medium,08:05,41
S0699,Erode,Chennai,1920,Truck,Storm,Low,12:20,153
S0700,Bangalore,Erode,891,Rail,Fog,High,06:53,112
S0701,Hyderabad,Chennai,2467,Truck,Fog,Medium,19:05,86
S0702,Bangalore,Mumbai,2284,Rail,Clear,Low,15:30,60
S0703,Bangalore,Kolkata,1033,Rail,Rain,Medium,08:49,64
S0704,Bangalore,Mumbai,2284,Rail,Rain,Medium,05:25,123
S0705,Hyderabad,Ahmedabad,1106,Truck,Clear,Low,18:32,29
S0706,Coimbatore,Kolkata,906,Rail,Fog,High,01:39,104
S0707,Pune,Ahmedabad,1670,Flight,Storm,Low,20:49,142
S0708,Coimbatore,Pune,2434,Rail,Rain,Medium,10:16,63
S0709,Chennai,Coimbatore,1349,Rail,Fog,Medium,21:35,92
S0710,Mumbai,Erode,2190,Flight,Rain,Low,22:40,71
S0711,Ahmedabad,Hyderabad,1106,Truck,Clear,High,11:13,69
S0712,Mumbai,Kolkata,1803,Rail,Rain,Medium,13:22,82
S0713,Mumbai,Erode,2190,Flight,Rain,Low,19:18,70
S0714,Erode,Ahmedabad,352,Truck,Storm,High,07:14,218
S0715,Delhi,Ahmedabad,471,Truck,Storm,High,08:01,178
S0716,Chennai,Kolkata,1927,Truck,Rain,High,02:38,145
S0717,Chennai,Ahmedabad,643,Flight,Storm,Low,12:19,93
S0718,Erode,Mumbai,1685,Truck,Rain,Medium,20:41,96
S0719,Kolkata,Ahmedabad,492,Rail,Storm,Low,08:41,96
S0720,Delhi,Bangalore,991,Rail,Clear,Medium,03:44,17
S0721,Ahmedabad,Chennai,442,Truck,Rain,Medium,21:16,58
S0722,Hyderabad,Delhi,2403,Truck,Rain,Low,19:37,41
S0723,Bangalore,Hyderabad,184,Truck,Fog,Low,06:19,53
S0724,Hyderabad,Chennai,2467,Truck,Storm,Medium,11:23,139
S0725,Ahmedabad,Erode,352,Truck,Rain,High,11:00,99
S0726,Chennai,Ahmedabad,1228,Rail,Storm,Low,14:23,165
S0727,Mumbai,Pune,2361,Flight,Fog,High,03:35,151
S0728,Mumbai,Hyderabad,2230,Flight,Clear,Low,01:43,46
S0729,Erode,Mumbai,1685,Truck,Rain,High,16:46,96
S0730,Chennai,Ahmedabad,643,Flight,Clear,High,02:54,58
S0731,Delhi,Bangalore,929,Flight,Rain,Medium,17:32,53
S0732,Bangalore,Ahmedabad,1853,Flight,Fog,Low,15:11,78
S0733,Ahmedabad,Chennai,442,Truck,Fog,High,07:06,72
S0734,Mumbai,Bangalore,1832,Flight,Rain,High,10:25,163
S0735,Bangalore,Hyderabad,628,Rail,Fog,High,11:30,59
S0736,Chennai,Delhi,518,Rail,Rain,High,21:37,108
S0737,Hyderabad,Mumbai,2230,Flight,Rain,Medium,17:23,82
S0738,Kolkata,Pune,2211,Truck,Fog,High,23:42,167
S0739,Ahmedabad,Erode,853,Rail,Rain,Medium,06:43,49
S0740,Delhi,Coimbatore,2255,Flight,Fog,High,16:25,160
S0741,Pune,Mumbai,2274,Truck,Rain,Medium,05:19,60
S0742,Erode,Delhi,809,Rail,Storm,High,06:10,189
S0743,Mumbai,Coimbatore,2230,Truck,Storm,Medium,08:09,224
S0744,Ahmedabad,Mumbai,1392,Flight,Storm,High,16:23,225
S0745,Hyderabad,Ahmedabad,1541,Rail,Rain,Medium,15:23,85
S0746,Ahmedabad,Pune,1676,Truck,Rain,Medium,20:19,91
S0747,Kolkata,Bangalore,169,Truck,Storm,High,12:52,233
S0748,Hyderabad,Delhi,331,Flight,Storm,Medium,03:56,109
S0749,Chennai,Coimbatore,1034,Flight,Fog,High,12:32,134
S0750,Erode,Kolkata,159,Truck,Clear,High,21:54,41
S0751,Erode,Bangalore,2426,Truck,Clear,Low,23:32,34
S0752,Erode,Hyderabad,1384,Rail,Rain,High,16:44,117
S0753,Bangalore,Mumbai,1832,Flight,Clear,High,13:03,77
S0754,Erode,Hyderabad,1384,Rail,Fog,Low,08:51,80
S0755,Kolkata,Erode,596,Rail,Storm,High,16:27,147
S0756,Erode,Kolkata,1350,Flight,Storm,Low,19:15,166
S0757,Pune,Delhi,1611,Truck,Clear,High,16:51,125
S0758,Ahmedabad,Coimbatore,1910,Flight,Storm,Medium,05:25,155
S0759,Chennai,Mumbai,2164,Truck,Clear,Low,05:12,42
S0760,Ahmedabad,Erode,372,Flight,Fog,Medium,10:43,64
S0761,Ahmedabad,Bangalore,1853,Flight,Fog,Low,19:27,62
S0762,Bangalore,Hyderabad,184,Truck,Storm,High,08:39,239
S0763,Bangalore,Kolkata,1033,Rail,Storm,High,05:29,215
S0764,Delhi,Pune,1611,Truck,Clear,Low,22:38,56
S0765,Mumbai,Pune,2274,Truck,Fog,Medium,14:06,83
S0766,Chennai,Bangalore,1730,Flight,Rain,Low,22:57,50
S0767,Hyderabad,Ahmedabad,530,Flight,Storm,Medium,21:40,114
S0768,Chennai,Delhi,2107,Truck,Rain,Low,21:20,77
S0769,Erode,Mumbai,1874,Rail,Storm,Medium,20:22,130
S0770,Erode,Delhi,1832,Truck,Fog,High,06:45,156
S0771,Delhi,Kolkata,146,Truck,Fog,Low,23:49,53
S0772,Erode,Ahmedabad,372,Flight,Fog,Medium,20:54,77
S0773,Bangalore,Ahmedabad,336,Rail,Clear,Medium,10:00,35
S0774,Coimbatore,Pune,2434,Rail,Rain,Low,07:13,63
S0775,Coimbatore,Erode,277,Truck,Clear,High,17:38,91
S0776,Chennai,Pune,1685,Truck,Fog,Low,11:42,75
S0777,Kolkata,Coimbatore,301,Truck,Fog,Low,08:16,38
S0778,Bangalore,Hyderabad,628,Rail,Rain,Low,21:25,31
S0779,Kolkata,Erode,596,Rail,Rain,Medium,21:45,73
S0780,Mumbai,Coimbatore,2230,Truck,Fog,Low,01:24,65
S0781,Chennai,Kolkata,1591,Rail,Storm,Low,08:20,125
S0782,Bangalore,Mumbai,1522,Truck,Fog,High,10:25,162
S0783,Delhi,Hyderabad,331,Flight,Fog,Medium,05:18,71
S0784,Erode,Hyderabad,982,Truck,Storm,Low,06:26,98
S0785,Delhi,Chennai,2107,Truck,Fog,Low,00:19,57
S0786,Bangalore,Coimbatore,2341,Truck,Clear,High,08:41,50
S0787,Hyderabad,Delhi,2403,Truck,Rain,Medium,09:19,60
S0788,Coimbatore,Ahmedabad,170,Rail,Fog,Low,08:51,29
